TOPSTATS 8 1274 18590 1978 537 17233 57228 -1896 -1 
Zaay 28 2357 16 29 5145 248 -1732565921 -1732014 
Bossk 0 38 0 2 363 6 3695080 3720 
Mememe 0 14 0 8 606 14 1358713 1353 
Animaclepta 1 2052 5 7 1418 63 251340654 251607 
Charmie 0 240 0 6 1212 38 80107133 80230 
Aureliana 0 0 0 0 15 0 25360 26 
Taheem 0 36 0 1 338 77 334744 437 
Mendos 0 0 0 0 7 0 1035908 1035 
Silverstreak 0 359 0 5 428 9 420 36 
Sext 0 0 0 0 126 0 121042 133 
Bibadi 0 1 0 0 32 0 22421 25 
Grollug 0 0 0 0 137 1 1570680 1584 
Quad 3 279 1 8 1 26 0 -33 
Asunas 0 3 0 0 155 0 472636 487 
Gorak 0 0 0 0 4 0 11488 11 
Deuce 0 32 0 0 561 3 1876199 1938 
Chapulin 0 452 0 0 866 21 16243936 16395 
Jacenty 9 776 31 21 1574 43 53059492 52688 
Aramant 0 0 0 1 55 0 38859 33 
Sillycon 0 12 0 1 173 2 205810 215 
Sabin 0 0 0 0 1 0 10380 10 
Gunter 0 0 0 0 1 0 10396 10 
Diablo 0 2447 0 2 681 74 70103586 70469 
Whiteout 1 322 3 2 404 124 88100809 88234 
Vivi 0 40 0 0 364 7 23678544 23725 
Zemia 102 3436 149 171 8461 810 1548905475 1547265 
Daesa 2 166 5 18 2783 154 1451489195 1451688 
Pingo 25 1872 24 30 13641 218 2116075785 2117259 
Lokkie 2 2423 2 11 1936 156 116144002 116601 
Kain 0 184 0 0 705 16 35835888 35939 
Edrick 0 219 0 2 784 40 91240327 91359 
Abaddon 0 576 0 1 804 14 3674549 3815 
WildRaven 0 1 0 0 101 2 148277 160 
Lia 6 750 82 75 4391 239 162762218 161553 
Paen 28 4375 25 29 3663 369 1749104347 1749695 
Tear 70 3381 112 175 4698 626 1784499814 1782712 
Sargon 22 10366 1 17 3863 243 1941125988 1942671 
Roe 0 91 0 7 523 16 16055901 16062 
Tezcali 0 0 0 0 53 0 39024 44 
Angelcry 36 2739 43 111 9809 494 664317752 664417 
Lune 23 4128 30 103 3446 261 1884350848 1883956 
Adaraya 0 5 0 0 406 4 3347581 3391 
Poe 0 857 10 7 697 543 99313400 99790 
Aeris 0 0 0 0 315 0 146573 177 
Tritos 0 93 0 3 116 2 97760 89 
Tripp 0 422 0 6 732 47 136585152 136687 
Adrealla 2 705 8 24 1771 199 984929353 985021 
Helvetet 0 1524 0 3 572 75 -1688243234 -1687989 
Twymm 284 1508 15 0 5274 342 -2010190183 -2008544 
Barbosa 0 0 0 0 37 0 33808 36 
Boss 0 141 0 0 368 7 6379697 6436 
Thanantos 0 5 1 1 180 0 137998 130 
Frazzle 0 0 0 0 14 0 26224 27 
DmX 13 1452 4 6 686 105 46822976 47059 
Lasher 7 5457 2 28 5609 394 -1901928239 -1900718 
Matrix 0 855 0 2 298 31 35512675 35637 
Classy 0 3 1 0 80 3 437367 433 
Malice 0 254 0 2 110 15 1401313 1432 
Azgarth 154 1267 130 133 371 48611 235623024 281579 
Amonsul 0 69 0 9 848 8 431093 439 
Laehn 17 2080 5 9 3744 156 1654886172 1655510 
Gonzo 3 416 13 4 1187 47 393523122 393503 
Parhelion 0 0 0 0 1 0 10392 10 
Splinter 45 2870 7 9 3487 186 95957028 96718 
Tokachu 0 478 0 16 1504 109 129204597 129350 
StarKraft 0 681 0 17 2274 145 114255000 114525 
StrongBad 0 552 0 2 1189 43 82042593 82238 
Dijoist 120 18590 14 46 5395 352 601592951 604032 
Spence 0 1609 0 36 1405 105 108416631 108461 
Meliki 0 0 0 0 1 0 10396 10 
Caelum 0 5 0 0 515 6 1042728 1099 
Carden 0 32 0 9 3188 29 35508474 35768 
Boltman 39 2468 64 86 5077 461 578780338 578291 
Ozzira 0 0 0 0 1 0 10396 10 
Curve 37 1134 213 72 2540 515 74959151 72037 
Elendil 0 0 0 0 121 0 133363 145 
Amaya 0 75 1 13 929 37 102251504 102242 
Lucca 0 0 0 0 36 0 43380 46 
Sallana 0 15 0 3 720 35 5065923 5143 
Pancho 4 1890 10 3 329 134 416 187 
Kali 0 3187 0 8 1053 68 34663286 35074 
Kireal 0 2172 0 9 841 52 5643286 5906 
Domination 0 158 0 0 535 22 160322000 160412 
Katana 0 24 0 2 139 1 142704 138 
Peck 1 2235 1 12 1565 218 59523555 59988 
Jimthetest 0 0 1 1 124 0 46609 33 
Walpurg 18 2334 10 11 315 167 144196617 144421 
Sanusa 0 0 0 0 1 0 10380 10 
Oroth 0 628 1 3 1835 44 195463264 195707 
Gambitt 59 3601 35 32 2145 468 909618862 909992 
Creater 0 1 0 0 60 0 34928 40 
Meera 0 320 0 0 774 31 42663427 42803 
Blackfire 0 148 0 20 806 20 6492097 6406 
Astro 21 1008 50 102 3481 365 515731795 514837 
Psyn 2 4 0 0 396 9 133753801 133807 
Devlish 46 2964 39 17 190 369 130127481 130194 
Duhnz 4 7455 2 34 3787 306 771137081 772208 
Robo 0 1 0 0 335 0 202910 235 
Sky 0 25 0 0 380 5 1545448 1590 
Mudra 0 0 0 0 10 0 13720 14 
Ziarre 0 269 0 4 641 17 2194753 2261 
Silveraven 3 1926 6 31 1856 605 126650087 127241 
Intrepid 0 4 0 1 102 1 55896 56 
Jolt 52 6278 19 10 686 336 232802261 233604 
Method 1 1375 5 9 635 159 55820066 56017 
LimDul 0 115 0 1 189 12 2040377 2071 
Urien 0 13 0 0 83 1 32425 42 
RavenWind 0 0 0 0 19 0 26544 27 
JenSing 0 0 0 0 1 0 10372 10 
Adara 0 0 0 0 1 0 10384 10 
Westbe 0 475 0 11 1410 26 92393384 92497 
Krin 0 315 2 7 846 11 23231702 23257 
Czentali 0 520 0 1 710 69 1240014415 1240196 
Dream 0 0 0 1 272 7 6047185 6071 
Kemnaa 0 1 0 1 177 9 81121 97 
Zylph 9 2337 0 12 1494 78 55250141 55617 
Lame 235 559 428 503 3924 683 56487050 46872 
Tigger 95 4805 45 33 5913 586 292498955 293435 
Aurin 0 0 0 0 38 0 24896 27 
Uldar 0 0 0 0 46 2 28952 34 
Marle 0 4 0 1 188 2 225455 235 
Lavos 0 2 7 0 119 0 98630 4 
Ironwolf 71 3844 48 39 475 623 371972135 372129 
Flerpy 0 65 1 6 260 10 239058 206 
IceCube 1 704 2 2 146 38 7261004 7336 
Nyjx 0 103 0 0 384 11 33653889 33712 
Aenima 83 2595 11 33 6115 284 95907864 96815 
Kal 0 41 0 0 381 3 514564 559 
Bella 0 218 0 2 612 18 30156019 30236 
Malachias 1 1943 0 35 2028 81 12015000 12145 
Sophie 0 2 0 0 52 0 31019 36 
Claw 3 2385 6 7 499 176 55100072 55412 
Alf 0 1349 2 19 1986 97 974857261 975066 
Vorporal 0 0 0 0 27 0 30176 32 
RavenHawk 0 1 0 0 142 1 121816 136 
Classtest 0 0 0 0 41 0 27180 31 
Newbone 1 3 2 1 15 0 -361980199 -362016 
Gatts 0 174 0 1 0 19 0 26 
Aoshi 2 4854 18 41 3547 265 284032089 284462 
Wicked 0 0 0 0 13 0 1354368 1355 
Deusm 0 751 0 4 578 27 16692200 16811 
Gexlar 0 0 0 0 91 0 102548 111 
Slick 0 1085 0 0 13 45 4654976 4808 
Apocalypse 0 258 0 5 233 16 2534800 2548 
Fawkes 0 1816 0 1 897 29 4495904 4784 
Jezand 0 196 0 0 2 1 408 20 
Schlinko 15 2250 8 10 1477 123 73432920 73752 
Salochin 6 426 29 24 1674 115 150847697 150514 
Bropal 27 2651 4 8 2290 147 73586428 74168 
Limeak 12 1483 0 3 3334 133 30275533 30895 
Alander 7 1347 0 2 1123 61 416 308 
Dijo 212 5219 81 26 2713 532 1152 486 
Flanch 234 1977 274 214 5404 693 161399173 157281 
Flar 3 3005 0 1 2149 115 106085263 106713 
Tuff 56 2828 28 14 3831 223 943414884 943910 
Arienne 0 1 0 0 145 2 465439 481 
Jinto 0 3 0 2 182 4 523594 525 
Grendryn 0 4 0 1 84 0 63406 61 
Grifith 0 0 0 0 1 0 10380 10 
Jocko 97 5540 27 28 4287 435 2080168792 2081191 
Arnath 0 0 0 0 16 0 15824 16 
Thoryn 15 11272 18 32 2363 617 720136062 721571 
Killme 1 1 21 94 106 3 33175 -1206 
Fyre 0 14 0 0 599 7 19771519 19838 
Saphyne 0 4 0 0 242 2 995516 1021 
Galeth 0 8 0 0 30 0 33120 36 
Viat 0 0 0 1 22 0 28324 20 
Jayde 0 68 0 6 817 28 144218103 144273 
Goliath 34 1425 16 10 2206 114 91160302 91398 
Daxia 0 0 0 0 2 0 10824 10 
Sammara 0 0 0 0 1 0 10388 10 
Latinos 0 36 0 0 174 1 1044375 1065 
Poorboy 0 259 4 13 789 26 505045 444 
Balthazar 0 202 0 12 561 18 376260 350 
Devilspawn 0 24 0 3 248 6 177162 179 
Marionette 0 0 0 0 45 0 26920 30 
Carpathia 0 368 0 12 983 84 36883230 36981 
Isengard 0 35 0 1 204 1 408 14 
McMedic 0 1786 2 13 3072 376 1195780659 1196481 
Amanda 0 1542 1 7 452 175 34376436 34665 
Luka 0 0 0 0 15 0 25360 26 
Duper 1 0 1 0 332 10 2880035 2911 
Krad 0 0 0 0 4 0 11680 11 
Soulfire 0 0 0 0 117 5 915077 931 
Draconion 0 7 0 5 211 18 51754 40 
Regen 1 0 2 2 168 5 46383 20 
Lauras 67 803 30 45 4875 236 104587186 104691 
Backstabber 47 342 67 127 4209 236 491548578 490104 
Incisor 0 0 0 0 44 0 21619 25 
Fister 2 216 4 9 1147 75 84360679 84426 
Marinox 1 11 3 3 984 5 1426176 1458 
Sparklypoof 0 5 0 0 86 0 91733 99 
Lamoreux 0 0 0 0 1 0 10404 10 
Murdoc 11 3871 51 64 3221 361 1175263861 1174961 
DawnKaos 20 3591 47 31 3079 266 446561739 446538 
Zebub 15 8491 28 99 4713 470 197298634 197723 
Buzz 21 6380 5 19 4068 462 1697684856 1698988 
Raphael 0 210 0 4 1018 38 103715017 103835 
Shakira 0 5 0 0 153 2 400 17 
Aragorn 0 12 0 1 243 4 227220 246 
Alias 0 34 5 4 948 32 137913609 137927 
Zinkarnyte 1 43 1 1 387 3 4090735 4113 
Lamoreaux 4 109 58 118 3498 281 47884042 46486 
Gripenfelter 0 0 0 0 22 0 29740 31 
Nartic 6 2621 4 97 4726 292 1284465958 1284479 
Finn 7 1839 27 29 2958 339 950659508 950802 
Majinbuu 0 2 0 0 41 0 34447 38 
Izor 0 87 5 1 680 22 35485903 35498 
Artanis 0 0 0 0 1 0 10416 10 
InsaneMelody 0 0 0 0 13 0 25352 26 
Desrielle 0 1262 0 6 746 19 6753639 6912 
Owned 0 0 0 0 103 6 65777 81 
Entangler 1 9 7 6 437 72 1131664 1084 
Ssalic 0 0 0 0 2 3 10752 13 
Matty 0 188 0 0 749 24 76737267 76853 
Goldberry 0 40 0 6 780 22 52478633 52522 
Katira 0 0 0 0 68 0 46572 52 
Kaiya 0 694 5 4 965 40 3805950 3895 
Shock 0 0 0 0 36 0 23623 26 
Somni 0 6 0 2 71 3 56299 46 
Asstro 12 904 47 96 3217 340 471988327 471110 
Rapscallion 0 0 0 0 1 0 10376 10 
Zanatos 0 8 3 4 181 22 96096 51 
Babidi 0 0 0 0 24 0 29012 31 
SilentKnight 0 25 0 5 467 20 499294 517 
Maginbuu 0 0 0 0 1 0 10372 10 
Oppression 27 1442 1 0 1434 115 1839499162 1839967 
Juliette 0 47 0 7 569 44 20389268 20423 
TaskMaster 0 59 1 7 732 18 6263574 6274 
Inferno 143 4370 55 21 419 613 211135513 211620 
Zugget 0 416 0 2 484 19 38476325 38564 
Jaerdi 0 14 0 6 383 3 3197898 3179 
Starre 0 0 0 0 1 0 10376 10 
Sckhar 0 0 0 0 1 0 10404 10 
Raal 12 3788 7 16 353 155 58106771 58445 
Peloquin 0 29 0 0 164 1 103388 122 
Glitz 1 808 1 15 1096 163 848 190 
Iceman 0 224 0 5 368 54 41470667 41532 
Minerva 0 65 0 0 554 6 11892005 11959 
Alfonso 0 0 0 0 1 0 10392 10 
Rennik 0 116 0 0 631 10 15985514 16069 
Lander 0 646 0 7 1129 16 16143343 16265 
Ergan 0 17 0 0 351 1 256883 293 
Iar 0 0 0 0 102 0 105760 115 
Arios 0 0 0 0 3 0 11236 11 
Karali 0 1 0 1 53 0 39233 34 
Grukmuck 0 4 0 0 126 2 104086 118 
Raymon 0 0 0 1 77 1 1350964 1348 
Kyton 1 237 9 28 947 66 380 -229 
Cyber 0 5 3 0 161 3 323630 297 
Mulnin 22 1575 81 53 4062 370 126146389 125400 
Arthas 2 9 2 1 194 2 213197 200 
Gayman 0 0 0 0 28 0 32260 34 
Karapoof 0 0 0 0 1 0 10388 10 
Talia 0 0 0 0 7 0 22160 22 
Asdf 0 0 0 0 1 0 10404 10 
Newbstabber 40 340 66 126 4164 224 491036670 489580 
Striker 0 16 0 0 181 1 683337 703 
Viker 0 8 0 0 57 0 42716 47 
Selestial 0 0 0 0 87 0 82118 90 
Amon 0 0 0 0 8 0 13168 13 
Elmdor 0 0 0 0 1 0 10400 10 
Megiddo 0 1954 0 3 765 42 44603261 44886 
Neuron 0 22 0 2 441 8 13522496 13556 
Groix 0 130 0 0 218 14 346242829 346290 
Equinox 0 0 0 0 2 0 10760 10 
Pluto 0 27 0 0 37 0 435705 440 
Coal 0 16 0 0 23 3 1345633 1351 
Revenge 0 0 0 0 26 0 711359 713 
Xauel 0 62 0 0 224 2 601576 631 
Sharon 0 1 0 0 230 3 1045503 1071 
Argo 0 0 0 0 126 0 66985 78 
Brutality 1 46 1 0 240 1 189868 206 
Inuyasha 0 0 0 0 17 0 16664 17 
Eternity 0 7 0 0 161 0 87613 103 
Mothra 0 12 0 0 19 0 1357200 1359 
Machette 0 3 0 0 45 1 38299 43 
Sorin 0 0 0 0 6 0 396 0 
Doodle 0 37 0 0 90 0 416 12 
Trollstomper 0 12 0 0 153 0 137307 153 
Serengal 0 0 0 0 1 0 10004 10 
Plucky 0 0 0 0 24 0 412 2 
Lenor 0 0 0 0 13 0 10039 11 
Veto 0 99 0 0 1 1 416 10 
Xorn 0 55 0 0 1 1 388 6 
Whimpy 0 0 0 0 1 0 412 0 
Xorg 0 0 0 0 1 0 412 0 
Zorry 0 63 0 0 21 2 1348532 1358 
Zaheva 0 0 0 0 2 0 915500 915 
Theo 0 13 0 0 1 0 416 1 
Sandstorm 0 12 0 1 13 0 1025044 1017 
Aleth 0 0 0 0 6 0 12352 12 
Larus 0 0 0 0 10 0 14120 15 
Asdfg 0 0 0 0 1 0 10380 10 
Fairy 0 18 0 1 159 12 97273 115 
Newbtwo 0 0 1 0 8 0 11322 -4 
XxZeroxx 0 98 0 5 344 7 3668500 3668 
Katura 0 128 0 0 3 2 832 14 
Abolis 0 478 0 0 279 5 3373480 3452 
Razenth 0 1 0 1 11 0 14439 5 
Ringo 0 1 0 0 21 0 605137 607 
PsychoLich 0 6 0 15 66 0 286426 142 
Lirawen 0 1186 0 2 2593 248 1538417238 1539022 
Kiwi 0 2 0 0 150 9 299630 323 
Overon 0 0 0 0 4 0 11568 11 
Axel 0 332 0 8 764 23 6357774 6409 
Ambrosia 0 0 0 0 20 0 17840 19 
Gunnar 23 5833 8 20 2134 533 1808197219 1809275 
Hunyuk 0 4 0 0 44 0 38265 42 
Marra 0 314 0 7 958 63 697920794 698039 
NeMahyth 0 7 0 0 247 1 161585 186 
Kosmo 0 26 0 2 272 91 1346740 1446 
Isuckalot 0 0 0 0 18 0 26168 27 
Clowd 0 0 0 0 4 0 21252 21 
Aggo 0 41 0 2 675 3 463938 517 
Syval 2 1175 10 16 3340 139 680503187 680789 
Jhaltor 0 0 0 0 24 5 1553740 1560 
Solemn 9 7161 9 13 549 424 102710472 103666 
Lex 0 0 0 0 25 0 29400 31 
Istvan 0 485 0 2 826 24 10734312 10868 
Ludi 0 2662 0 22 810 83 27215367 27425 
Ichor 8 1279 7 37 1345 90 15324679 15224 
Ikol 2 511 21 25 2186 154 175071068 174935 
Peeves 0 8 0 2 361 1 192995 209 
Bizl 0 0 0 0 9 1 24144 25 
Kayn 0 0 0 0 1 0 10376 10 
Neysa 64 4210 52 33 2608 539 153241883 153543 
Willow 0 9 0 0 129 2 70398 84 
Rohan 0 1 0 0 87 0 10459 18 
Maelstrom 0 0 0 0 1 0 10388 10 
Crazed 14 2701 0 5 416 142 88111016 88556 
Sigh 0 0 0 0 1 0 10384 10 
Mirror 0 276 0 2 341 2 819344 862 
Nietzsche 0 1188 0 11 685 46 33763799 33885 
Draven 3 222 2 15 271 1230 91946897 93054 
Denarra 1 2451 4 9 1813 1374 571358866 573011 
Racetest 0 0 0 0 19 0 17276 18 
Tiara 0 0 0 0 4 0 20904 20 
Xvenx 0 493 0 7 819 31 8283509 8374 
Stalin 0 494 0 0 361 7 277149 369 
BuggaMan 0 0 0 0 6 0 21408 21 
Yawn 0 0 0 0 6 0 21532 21 
Kairesh 0 1055 0 8 520 14 1876767 1967 
Eleithel 79 2832 84 181 3017 523 126954700 125228 
Rania 0 0 0 0 73 0 37448 44 
Majeek 0 0 0 0 13 0 24136 25 
Monkboy 0 0 0 0 4 0 17296 17 
Humongus 5 5138 4 0 1116 15814 -2126361508 -2109968 
Ronin 6 783 3 14 657 241 119942313 120159 
Taffloch 0 0 0 1 77 0 51138 48 
Calavera 0 649 0 4 414 13 1522863 1600 
Tatsu 0 313 0 0 502 7 416 88 
Ashlyn 0 34 0 2 526 16 646994 697 
Blacknight 49 15029 47 119 12408 1312 1650138903 1652444 
Reina 0 49 1 6 475 17 36441343 36434 
Chay 0 26 0 0 1 0 416 2 
Basically 1 154 1 0 182 3 1837975 1861 
Jezreal 0 63 0 0 122 3 214394 235 
Cyd 0 0 0 0 32 0 22068 25 
HellsSatan 0 0 0 0 22 0 18624 20 
Sklar 0 291 0 0 1 49 420 78 
Merciless 7 1620 6 7 448 159 125631285 125857 
Chasten 1 98 1 2 30 14 1386849 1380 
Euryna 1 1664 1 21 203 284 68812369 69060 
Heidegger 0 1154 0 0 609 14 1213124 1402 
Morganbella 0 0 0 0 17 0 27624 28 
Monica 0 62 0 1 498 9 1032548 1086 
Lowbieguy 0 0 0 0 2 0 10752 10 
Araine 0 1 0 1 352 4 474553 503 
Hyrkli 0 0 0 0 6 0 12280 12 
Ezekiel 0 0 0 0 20 0 26740 28 
Oblivion 0 4 0 0 37 0 24580 27 
Kastagir 1 161 6 1 61 85 1336 11 
Vampyre 0 9 0 0 92 0 56820 65 
Tsukasa 0 0 0 0 134 0 84844 97 
Skye 0 5 0 2 428 2 183717 207 
Azrael 0 870 0 7 893 59 113495621 113660 
Faramir 0 253 0 0 59 1 0 31 
Haldir 0 648 0 4 545 9 416 87 
Arwen 0 134 0 0 91 1 1552204 1575 
Icenith 0 0 0 0 1 0 10420 10 
Redrum 0 11885 0 9 637 209 0 1370 
Nikomedes 0 0 0 0 76 0 98707 105 
Zanza 6 898 0 3 2164 1591 -1805348724 -1803464 
Tarbu 1 0 1 0 1 9 416 -3 
Flosh 0 12 0 1 96 0 52355 52 
Regret 0 2376 0 7 1151 34 15208444 15524 
Rika 0 784 0 0 544 10 2883011 3025 
Elana 0 1 0 0 123 0 112074 124 
Raptor 0 219 0 2 17 5 2245380 2252 
Falcor 0 11 0 0 3 0 1350876 1351 
Renge 0 0 0 0 12 5 27137 33 
Phobos 0 0 0 0 17 3 28800 32 
Starlight 0 912 4 13 1108 54 404 65 
Sludge 0 235 0 0 651 13 6725716 6826 
Peropero 0 271 0 3 652 19 3498447 3579 
Ignore 0 0 0 0 5 0 21400 21 
Gunk 0 0 0 1 18 0 26412 17 
Aylindicia 0 0 0 0 7 0 396 0 
Ratava 0 229 0 0 71 0 1092400 1121 
Zosark 0 0 0 0 19 0 17372 18 
Litath 0 0 0 0 23 0 28744 30 
Poopdeck 0 0 0 0 1 0 10376 10 
Vivisection 0 0 0 0 1 0 10376 10 
TombRaider 0 0 0 0 1 0 10384 10 
Silvertongue 0 7 0 0 664 3 399880 468 
Isidious 0 0 0 0 1 0 10388 10 
Andriel 0 426 0 4 648 13 3606152 3685 
Longolia 0 624 1 28 1946 92 1840335 1893 
Atestchar 0 0 0 0 2 0 10728 10 
Darkbat 0 4 0 1 180 1 152407 161 
Ttestchar 2 2703 4 16 11185 525 -2029958576 -2028259 
Gmelin 0 2 0 1 39 0 25745 18 
Insidious 0 145 0 0 541 7 487822 562 
Gimlii 0 2 0 0 28 0 31300 33 
Rash 1 2 1 1 209 0 122465 120 
Deviona 0 123 1 1 600 19 12149729 12215 
Frawd 3 1421 4 9 1 86 416 87 
Ftestchar 3 3005 0 1 2150 115 106085659 106714 
Jeiffar 0 0 0 0 1 0 10420 10 
Phantos 27 2913 94 27 2850 231 1610552407 1609760 
Villypoh 73 8198 22 26 5840 305 -2107952062 -2106615 
Vilser 0 7 0 0 340 2 164852 200 
Revaer 8 3939 4 15 2085 197 714800063 715412 
Vroathguy 0 0 0 0 1 0 10400 10 
Zio 0 19 0 0 3 16 848 17 
Gollum 16 757 13 16 164 162 93552294 93498 
Apostle 0 0 0 0 1 0 10408 10 
Khaze 0 58 0 19 1725 33 460636025 460656 
Kemnas 0 0 0 0 1 0 10420 10 
Fausha 0 0 0 0 1 0 10376 10 
Twindragon 0 0 0 0 1 0 10388 10 
Groie 0 0 0 0 54 0 70193 75 
Groia 0 0 0 0 5 0 11940 11 
Kip 0 0 0 0 69 0 100945 106 
Ergon 0 0 0 0 9 0 13564 13 
Fireman 0 40 0 1 295 9 364544 396 
Elric 1 306 1 22 315 117 53004522 52950 
Komar 0 0 0 0 2 0 10768 10 
Groic 0 0 0 0 54 0 74592 79 
Groib 0 0 0 0 55 0 75905 80 
Groin 0 0 0 0 5 0 11960 11 
Ginger 95 1295 86 21 5430 184 1761608271 1761249 
Dumbass 6 1745 23 27 1930 91 107271571 107132 
Clerictester 0 0 0 0 1 0 -1074984145 -1074984 
Idaya 0 28 0 2 196 6 212353 219 
Cervantes 0 154 0 0 229 1 290175 328 
Margon 0 0 0 0 1 0 10380 10 
Blackout 79 1174 1 0 251 89 31099362 31552 
Powerhouse 0 2 0 1 69 0 79634 75 
Maugrim 29 4431 70 165 6984 520 931381149 930429 
Liranan 0 8 0 0 297 2 1063194 1094 
Raiden 0 0 0 0 1 0 10400 10 
Astos 0 3 0 0 174 2 843738 862 
Klag 0 0 0 0 12 0 24948 25 
Oingo 0 76 0 0 276 6 1825753 1865 
Zib 0 0 0 0 12 0 23784 24 
Possum 13 11161 8 31 11558 2766 198329262 202975 
Upir 0 7 0 0 38 0 34231 37 
Needlz 0 0 0 0 2 0 10760 10 
Cill 0 0 0 0 11 0 1021768 1022 
Ruby 0 732 0 1 1 20 416 83 
Julie 0 3 0 0 203 6 2685113 2711 
