Type0
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type18
237444371 Tuli~
43930971 Andariel~
3365551 Dakken~
2229809 Oskar~
2039938 Hellboy~
2012896 Mournith~
1662390 Abolis~
1149365 Munaru~
579040 Shannandara~
556058 Kenshin~
548848 DuiwelGees~
473102 Andain~
445912 Bugg~
414858 Elmdor~
343378 Ezor~
280544 Iliana~
193398 Sigurd~
184856 Trysta~
184856 Silvara~
159169 Maelstrom~
127550 Zenia~
116928 Inavarious~
111406 Vderraku~
88251 Solinari~
88044 Satania~
81541 Maugrim~
76539 Nerurith~
75296 Daniloth~
62674 Animaclepta~
59076 Seta~
56368 Shemhazai~
44300 Tert~
41774 Delvari~
31716 Kajdakh~
31429 Ptah~
30096 Gailar~
26853 Masterchief~
26681 Auric~
26222 Malphaeus~
21990 Mugwump~
19388 Haruke~
16501 Troupp~
12759 Gimlee~
9505 Navarre~
8230 Stile~
7535 Kakokeko~
7033 Rygar~
7003 Markus~
6711 Craen~
6454 Gorath~
Type19
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type20
127741 Kantrax~
80142 Leon~
12815 Animaclepta~
8297 Yaohan~
7767 Iyth~
7125 Rahu~
6470 Talever~
5495 Cyclone~
5073 Fyer~
4755 Hail~
3935 Maelstrom~
3400 Andain~
2471 Mulgan~
2400 Lia~
2364 Tundra~
2350 Krunk~
2300 Ulfric~
1975 Oswald~
1731 Vitrubian~
1703 Oskar~
1500 Ulpharias~
1025 McPhisherton~
976 Insidious~
770 Anaiya~
610 Troupp~
526 Epperson~
521 Devlish~
470 Seethe~
457 Lotharian~
457 Amora~
430 Bugg~
423 Zareloth~
320 Naslander~
297 Kilriata~
291 DuiwelGees~
223 Nartic~
215 Muragi~
190 Seck~
183 Toranaga~
170 Abolis~
155 Athian~
140 Irkallia~
119 David~
113 Casper~
104 Xafiar~
102 Amarante~
100 Elervan~
100 Satania~
100 Murdoc~
100 Sunshine~
Type21
80000 Hunyuk~
72451 Kantrax~
71935 Leon~
25202 Iyth~
18972 Talever~
13785 Animaclepta~
7711 Yaohan~
4951 Andain~
3870 Anaiya~
3781 Hail~
3014 Oswald~
2872 Mulgan~
2622 Oskar~
1986 Maelstrom~
1650 Tripp~
1495 Rahu~
1455 Krunk~
1295 Vitrubian~
1200 Ulfric~
1182 Tundra~
1150 Ulpharias~
763 Insidious~
661 Troupp~
592 McPhisherton~
482 Devlish~
398 Cyclone~
300 Murdoc~
252 Kilriata~
250 Lia~
249 Seck~
220 Lotharian~
203 DuiwelGees~
200 Naslander~
200 Epperson~
200 Amora~
186 Japheth~
180 Fyer~
177 Tlaloc~
170 Hatred~
167 David~
160 Satania~
155 Myran~
136 Gaiden~
133 Muragi~
120 Bugg~
120 Kukulkan~
90 Nartic~
85 Athian~
79 Casper~
70 Elayne~
Type22
-294967296 Alias~
-294967296 Verlayne~
-294967296 Ayax~
-294967296 Shannandara~
-294967296 Sabotage~
-920349606 Nerurith~
-1137947218 Nikomedes~
-1312406887 Iyth~
-1685992107 Dracus~
-1805838092 Spaz~
2135137352 Helvetet~
2115210902 Domination~
1928273911 Lissiana~
1910518338 Vivi~
1868402459 Zenia~
1855814200 Tilinith~
1841028831 Trysta~
1823876077 RockHammer~
1749527922 Tlaloc~
1577030965 Haruke~
1379421482 Munaru~
1366527003 Vitrubian~
1315066050 Kaizer~
1283565849 Yme~
1261353630 Czentali~
818829057 Stratis~
760807409 Sammara~
708594900 Andariel~
695530811 Iliana~
436419 Golaith~
55220 Soujiro~
10459 Rohan~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type23
279 Mendou~
40 Sabotage~
40 Raal~
34 Krunk~
22 Andain~
13 David~
11 Vitrubian~
10 Rygar~
9 Kaida~
9 Irkallia~
7 Kilriata~
7 Dracus~
7 Mazrim~
7 Camille~
6 Maugrim~
5 Roash~
5 Zoidberg~
5 Daniloth~
5 WoobwoobBurg~
4 Kukulkan~
4 Vivi~
3 Verlayne~
3 Troupp~
3 Desrielle~
3 Kajdakh~
3 Japheth~
3 Amarante~
2 Rennik~
2 Galadriel~
2 Devlish~
2 Muragi~
2 Hatred~
2 Naslander~
2 Ayame~
2 Iyth~
2 Ozma~
2 Juliana~
2 Ezor~
2 Mournith~
2 Epperson~
2 Talever~
1 Sammael~
1 Craen~
1 Kaos~
1 Rahu~
1 Clyve~
1 Zemia~
1 Oswald~
1 Austin~
1 Katana~
Type24
359 Mendou~
76 Sabotage~
53 Raal~
46 Andain~
42 Krunk~
29 David~
27 Vitrubian~
26 Kilriata~
24 Rygar~
15 Camille~
14 Roash~
14 Maugrim~
14 Irkallia~
13 Kaida~
12 Daniloth~
12 Dracus~
9 Mazrim~
8 Zoidberg~
8 WoobwoobBurg~
7 Kukulkan~
7 Devlish~
7 Vivi~
6 Sammael~
6 Troupp~
5 Kajdakh~
5 Kain~
4 Verlayne~
4 Rahu~
4 Desrielle~
4 Gorath~
4 Japheth~
4 Muragi~
4 Amarante~
4 Syval~
4 Talever~
3 Rennik~
3 Kaos~
3 Galadriel~
3 Clyve~
3 Hatred~
3 Caitiph~
3 Juliana~
3 Ezor~
3 Mournith~
3 Epperson~
2 Ayax~
2 Craen~
2 Austin~
2 Sallana~
2 Iliana~
Type25
506 Tripp~
332 Naslander~
247 Renthier~
162 Svatos~
132 Ulfric~
115 Zoidberg~
115 WoobwoobBurg~
106 Lune~
103 Tilinith~
72 Camille~
67 Ezor~
46 Rahu~
38 Troupp~
37 Hatred~
37 Tuli~
32 Toranaga~
32 Sabotage~
30 Elervan~
28 Jett~
26 Algiz~
23 Ronin~
22 Oskar~
19 Mournith~
13 Talever~
11 Yaohan~
11 Andain~
10 Elmdor~
10 Raal~
9 Roash~
9 Zaay~
9 Maugrim~
7 Lotharian~
7 Japheth~
7 Ratalon~
7 Anaiya~
6 Clive~
6 Bugg~
6 Mazrim~
6 Andariel~
5 Verlayne~
5 Durvan~
5 Caitiph~
4 Oswald~
4 DuiwelGees~
4 Vitrubian~
4 McPhisherton~
4 Animaclepta~
4 Epperson~
4 Mendou~
3 TalonSlayer~
Type26
599 Tripp~
415 Naslander~
401 Renthier~
254 Svatos~
254 Ulfric~
236 Zoidberg~
236 WoobwoobBurg~
227 Ezor~
144 Tilinith~
139 Lune~
119 Camille~
89 Rahu~
83 Hatred~
66 Algiz~
60 Elervan~
58 Toranaga~
57 Troupp~
52 Jett~
49 Sabotage~
49 Tuli~
35 Ronin~
33 Oskar~
30 Mournith~
26 Andain~
22 Oswald~
21 Elmdor~
20 Clive~
20 Talever~
19 Roash~
18 Japheth~
18 Zaay~
18 Mazrim~
17 Vitrubian~
16 Lotharian~
16 Maugrim~
15 Yaohan~
15 Caitiph~
14 McPhisherton~
13 Bugg~
13 Raal~
13 Ratalon~
10 Verlayne~
10 Durvan~
10 DuiwelGees~
9 Anaiya~
8 Andariel~
8 Demolition~
7 Sunshine~
7 Daniloth~
7 Vivi~
Type27
423 Alias~
205 Lune~
136 Amarante~
112 Oswald~
104 Mournith~
94 Vitrubian~
93 Epperson~
78 Zemia~
77 Daesa~
75 Morian~
70 Lynni~
70 Kaos~
69 Rahu~
65 Devlish~
55 Leon~
52 Raal~
44 Talever~
41 Sallana~
40 Troupp~
39 Tessa~
38 Sammara~
38 Xarielle~
38 Azreielle~
38 Azrielle~
36 Zoidberg~
35 Apu~
35 Dakken~
35 WoobwoobBurg~
33 Andariel~
32 Sabotage~
32 Lia~
31 Angelcry~
30 Camille~
29 Oskar~
28 Ezor~
28 Renthier~
27 Azgarth~
27 DuiwelGees~
27 Lotharian~
27 Mendou~
25 Freya~
25 Amora~
24 Seta~
23 Toranaga~
23 Jolt~
23 Backstabber~
23 Blasphemy~
22 Ironwolf~
22 Andain~
21 Juliana~
Type28
709 Svatos~
197 Amadahy~
100 Smokie~
68 Mendou~
55 Mitsu~
50 Craen~
10 TalonSlayer~
10 David~
9 Naslander~
4 Rennik~
3 Toranaga~
3 Bugg~
3 Algiz~
3 Krunk~
2 Rygar~
2 Deathgrip~
2 Omi~
2 Kantrax~
2 Irkallia~
2 Kindle~
2 Persephoknee~
1 Roash~
1 Elervan~
1 Maugrim~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type29
518 Svatos~
47 Amadahy~
26 Smokie~
8 TalonSlayer~
3 Craen~
2 Deathgrip~
2 Kindle~
1 Maugrim~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type30
1779 Azgarth~
718 Camille~
678 Mendou~
240 Karan~
224 Lissiana~
187 Raal~
176 Dracus~
161 Kukulkan~
102 Iyth~
98 Devlish~
95 Yaohan~
93 David~
89 Epperson~
54 Zoidberg~
54 Kaida~
54 WoobwoobBurg~
42 Mournith~
39 Ironwolf~
37 Jolt~
34 Ptah~
31 Kaos~
29 Ronin~
28 Inferno~
21 Rahu~
20 Kindle~
18 Sabotage~
17 Troupp~
17 Oswald~
16 Liranan~
16 Vitrubian~
13 Lune~
11 Tuli~
10 Athian~
10 TalonSlayer~
9 DuiwelGees~
6 Amadahy~
3 Morian~
2 Angelcry~
2 Lotharian~
1 Caitiph~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type31
985816 Mournith~
861433 Inferno~
440224 Dracus~
316880 Raal~
302298 Liranan~
291448 Devlish~
258587 Azgarth~
217823 Ptah~
198746 Vitrubian~
59573 Yaohan~
47262 Kukulkan~
47087 Epperson~
44193 Mendou~
35444 Rahu~
34900 Camille~
33047 Lune~
21235 Iyth~
20978 Oswald~
19371 Kaida~
19161 Jolt~
18895 Ironwolf~
16784 Lissiana~
10440 Tuli~
9142 Sabotage~
8122 Troupp~
7966 Karan~
5673 David~
5125 Athian~
2844 Amadahy~
1338 Kindle~
1032 Zoidberg~
1032 WoobwoobBurg~
1012 DuiwelGees~
670 Lotharian~
635 Kaos~
602 Ronin~
188 Angelcry~
37 Morian~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type32
8 Toranaga~
1 DuiwelGees~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
Type33
5 Tlaloc~
4 DuiwelGees~
3 Yaohan~
2 Toranaga~
1 Troupp~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
0 ~
